母性愛,父性愛
細い,太い
ホット,クール
保留,決定
褒める,けなす
褒める,謗る
滅ぼす,興す
本意,不本意
万朶,一朶
反駁,同調
反比例,正比例
頒布,回収
反逆,帰順
反逆,恭順
判然,漠然
パンデミック,エンデミック
反日,親日
反米,親米
繁忙,閑散
反立,定立
反落,反発
標準語,方言
表面,裏面
肥沃,不毛
美徳,悪徳
開く,閉じる
非力,強力
美名,悪名
敏捷,緩慢
貧相,福相
貧乏,富裕
貧乏神,福の神
不当,正当
不変,可変
富裕,貧困
不溶性,可溶性
不利,有利
無礼,慇懃
無礼講,慇懃講
プライベート,パブリック
文官,武官
文語,口語
文頭,文末
分散,集結
変人,常人
便秘,下痢
片務,双務
便利,不便
没後,生前
没年,生年
歩道,車道
牡馬,牝馬
骨太,骨細
保険金,保険料
本格,破格
本家,分家
本妻,妾
凡策,奇策
本店,支店
本流,支流
本道,間道
前,後ろ
マイナー,メジャー
マイナス,プラス
毎日,隔日
マイノリティー,マジョリティー
真上,真下
前歯,奥歯
前金,後金
前厄,後厄
マクロ,ミクロ
負け,勝ち
負け戦,勝ち戦
正夢,逆夢
真面目,不真面目
マゾヒズム,サディズム
股上,股下
まだ,もう
未,既
見合い結婚,恋愛結婚
見上げる,見下ろす
見失う,見つける
見送り,出迎え
未刊,既刊
右,左
南,北
未解決,解決
未完成,完成
右手,左手
右巻き,左巻き
右四つ,左四つ
未済,既済
短い,長い
ミストレス,マスター
未成年,成年
昔,今
無意,有意
無縁,有縁
無学,博学
昔風,今風
無期,有期
無機,有機
無機化学,有機化学
無機物,有機物
無給,有給
無口,お喋り
無芸,多芸
無形資産,有形資産
無限大,無限小
無罪,有罪
無作為,作為
無常,常住
無償,有償
明,暗
迷,悟
名案,愚案
明確,曖昧
明君,暗君
名犬,駄犬
明細,大略
明示,暗示
明色,暗色
明白,不明
名目,実質
名目的,実質的
明瞭,曖昧
目上,目下
雌牛,牡牛
女神,男神
目頭,目尻
女木,男木
メゾピアノ,メゾフォルテ
孟夏,季夏
設ける,廃する
申し込む,受け付ける
孟秋,季秋
孟春,季春
孟冬,季冬
妄評,適評
燃える,消える
モガ,モボ
模擬試験,本試験
目迎,目送
目測,実測
目的,手段
目的税,普通税
黙秘,供述
木本,草本
模型,実物
モダン,クラシック
末裔,始祖
末期,初期
末梢神経,中枢神経
末端,先端
真っ黒,真っ白
真っ赤,真っ青
学ぶ,教える
真冬,真夏
真帆,片帆
迷う,悟る
丸,角
○,×
まれ,ざら
回り道,近道
満月,新月
満了,未了
満足,不満
未設,既設
密教,顕教
未知,既知
未知数,既知数
未満,超過
密集,散在
密林,疎林
未定,既定
認め印,実印
妙案,愚案
妙技,拙技
妙手,悪手
民営,国営
民間,官界
民事,刑事
民主国,君主国
民主政治,独裁政治
民主的,封建的
ミニマム（最小）,マキシマム（最大）
未納,既納
見本,現物
未収,既収
無趣味,多趣味
無神経,神経質
無神論,有神論
無数,有数
無上,無下
無色,有色
無翅類,有翅類
無職,有職
無人,有人
結ぶ,解く
無性生殖,有性生殖
無生物,生物
無脊椎動物,脊椎動物
無線,有線
無知,博識
無配,有配
無病,多病
無欲,貪欲
無欲,強欲
無理,道理
無料,有料
メタファー,シミリ
鍍金,地金
滅亡,興隆
目の毒,目の薬
メーカー,ユーザー
メリット,デメリット
メンタル,フィジカル
綿密,粗雑
綿密,杜撰
糯米,粳米
餅肌,鮫肌
持ち家,借り家
モノクロ,カラー
モノトニー,バラエティー
モノローグ,ダイアローグ
戻る,行く
物忘れ,物覚え
諸恋,片恋
諸手,片手
諸膝,片膝
諸結び,片結び
諸刃,片刃
諸肌,片肌
モラル,インモラル
門外漢,専門家
文盲,識字
山,谷
山,野
山,海
夜雨,朝雨
八重,一重
八重桜,一重桜
夜間,昼間
夜勤,日勤
訳語,原語
訳文,原文
約数,倍数
約束,解約
役人根性,公僕精神
夜行性,昼行性
易しい,難しい
優しい,厳しい
野獣,家畜
安物,上物
安宿,上宿
野性的,都会的
野性派,知性派
野鳥,家禽
優位,劣位
唯物論,唯心論
有意義,無意義
憂鬱,明朗
有益,無益
優越感,劣等感
優等生,劣等生
勇敢,臆病
夕刊,朝刊
有害,無害
優遇,冷遇
有形,無形
有形文化財,無形文化財
有限,無限
友好,敵対
有効,無効
優秀,劣等
優勢,劣勢
優性,劣性
有酸素運動,無酸素運動
有税,無税
夜,昼
夜明け,日暮れ
夜嵐,朝嵐
要員,剰員
洋画,邦画
洋画,日本画
葉芽,花芽
蛹化,羽化
幼魚,成魚
洋犬,和犬
洋語,和語
擁護,侵害
葉菜類,根菜類
養子,実子
洋紙,和紙
養生,不養生
養殖,天然
用水,排水
陽性,陰性
用心,不用心
洋酒,日本酒
幼虫,成虫
陽電子,陰電子
来期,今期
来期,前期
来期,先期
来者,往者
来訪,往訪
来航,渡航
来診,宅診
落第,及第
落胆,発奮
洛中,洛外
落胆,有頂天
楽天,厭世
楽天的,厭世的
落魄,栄達
落命,存命
落葉樹,常緑樹
楽観,悲観
楽観的,悲観的
乱臣,忠臣
乱世,治世
卵巣,精巣
乱反射,正反射
ラージ,スモール
理想主義,現実主義
利息,元金
立体,平面
陸,海
立像,座像
リッチ,プア
立腹,堪忍
利点,欠点
利得,損失
略言,詳言
略字,正字
略字,本字
離日,来日
良妻,悪妻
良性,悪性
両手,片手
量的,質的
良品,不良品
流動的,固定的
両面,片面
良友,悪友
良縁,悪縁
野党,与党
痩せる,太る
山男,山女
山風,谷風
山折り,谷折り
山鳴り,海鳴り
山言葉,沖言葉
山の手,下町
山辺,海辺
山分け,独り占め
病む,治る
止める,続ける
寡婦,寡夫
ヤング,オールド
融点,凝固点
有徳,不徳
有毒,無毒
優等,劣等
有能,無能
雄飛,雌伏
裕福,貧困
雄弁,訥弁
有望,絶望
有名,無名
優良,劣悪
愉快,不快
有力,無力
床,天井
床下,床上
輸出,輸入
溶質,溶媒
養父母,実父母
傭兵,徴兵
抑圧,奨励
沃地,痩地
予算,決算
予習,復習
予選,本選
予想,結果
夜中,日中
夜中,昼中
余分,不足分
喜ぶ,悲しむ
弱音,強がり
リアクション,アクション
リアリスト,ロマンチスト
利益,損失
俚語,雅語
利下げ,利上げ
理科,文科
離岸,着岸
離岸,接岸
利器,鈍器
力点,支点
理性,感情
理性的,感情的
理性的,盲目的
良質,悪質
,バッチ処理
理路整然,支離滅裂
理論,実践
理論家,実務家
理論的,実践的
理論派,行動派
リーグ戦,トーナメント
臨時,定例
臨時,定期
臨時費,経常費
臨時雇い,常雇い
臨床医学,基礎医学
類火,自火
累減,累加
累減,累増
類概念,種概念
類語,反対語
類似,相違
塁審,球審
累進税,逆進税
流転,静止
ルーズ,ストリクト
ルーズフィット,タイトフィット
流浪,定住
留守,在宅
劣,優
霊界,肉界
冷血動物,温血動物
霊魂,肉体
冷血漢,熱血漢
冷血漢,温情家
冷遇,厚遇
零細企業,大企業
令息,令嬢
冷静,興奮
冷泉,温泉
冷戦,熱戦
冷凍,解凍
冷房,暖房
黎明,薄暮
冷淡,親切
礼服,平服
レガート,スタッカート
連勝,連敗
レプリカ,オリジナル
連日,連夜
レム睡眠,ノンレム睡眠
連載,読み切り
連作,輪作
連続,断続
連続,単発
連続的,間欠的
ロー,ハイ
浪費,節約
浪費,貯蓄
労働者,経営者
労働者,資本家
朗報,悲報
老爺,老婆
老練,幼稚
朗話,悲話
露見,隠蔽
露骨,婉曲
露出,遮蔽
露出,被覆
ローリング,ピッチング
ローカル,グローバル
録画,実況
ロング,ショート
論理的,非論理的
Y軸,X軸
矮躯,巨躯
矮星,巨星
ワイド,ナロー
和傘,洋傘
和解,決裂
和合,離反
和菓子,洋菓子
若旦那,大旦那
和楽器,洋楽器
和語,漢語
若手,古手
和裁,洋裁
若人,老人
災い,幸い
和算,洋算
和式,洋式
和室,洋室
和書,洋書
和食,洋食
早生,晩生
早生,奥手
私事,公事
渡り鳥,留鳥
和風,洋風
和服,洋服
和文,欧文
和本,洋本
ワイフ,ハズバンド
笑う,泣く
悪い,良い
我,彼
悪さ,良さ
割り算,掛け算
割高,割安
ワースト,ベスト
湾内,湾外
